casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,hour,minute,day,lon,lat
2017-00128450,1,1303 N  Main St,12,Traffic Violation,2017-12-07 16:20:00,CCastagliuolo,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,2017,16,20,7,-71.3997677382652,41.8557886056955
2018-00029381,1,Atwells Ave At Valley St,3,Traffic Violation,2018-03-23 16:51:00,JAnnis,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,16,51,23,,
2018-00029375,0,24 Tappan St,3,Missing Persons,2018-03-23 16:40:00,Central Station,Not Used,No violations,2018,16,40,23,-71.42720299674359,41.846159399723
2017-00500155,1,45 Princeton Ave,10,"Larceny, Other",2017-10-26 16:12:18,GPaolo,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,16,12,26,-71.4214265,41.8056223
2018-00003697,1,49 Carolina Ave,1,"Fraud, Swindle",2018-01-11 13:05:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,13,5,11,-71.3946938,41.7921793
2017-00128310,1,613 Cranston St,12,Vandalism,2017-12-07 08:08:00,MMaycock,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,8,8,7,-71.43601890000002,41.8070564
2018-00029536,1,883 Eddy St,3,"Assault, Aggravated",2018-03-24 01:38:00,ITorres,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,1,38,24,-71.406997,41.803919799999996
2017-00128387,1,Broad St At Blackstone St,12,Traffic Violation,2017-12-07 13:13:00,CKennedy,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,13,13,7,,
2017-00128443,1,Central St At Broad St,12,Warrant\Capias,2017-12-07 16:03:00,BBoudreau,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,16,3,7,,
2017-00128443,1,Central St At Broad St,12,Warrant\Capias,2017-12-07 16:03:00,BBoudreau,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,16,3,7,,
2018-00029467,1,65 Salmon St,3,Burglary,2018-03-23 22:01:00,LMarroquin,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,22,1,23,-71.4555463766234,41.8236253506494
2018-00029529,1,401 Manton Ave,3,Traffic Violation,2018-03-24 01:19:55,SSage,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,1,19,24,-71.45309250000003,41.8249031
2018-00029377,1,987 Manton Ave,3,"Assault, Aggravated",2018-03-23 16:41:00,RCarlin,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,16,41,23,-71.46999230219741,41.8332380292794
2018-00029395,1,300 Admiral St,3,Vandalism,2018-03-23 17:28:00,KRichards,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,17,28,23,-71.426024,41.8451857
2018-00029358,1,Atwells Ave At Valley St,3,Traffic Violation,2018-03-23 15:50:00,JAnnis,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,15,50,23,,
2018-00029351,1,Westminster St At 10 ,3,Traffic Violation,2018-03-23 15:23:00,MTroia,31-3-1,Operation of Unregistered Vehicle,2018,15,23,23,-71.442818,41.816745000000004
2017-00128443,1,Central St At Broad St,12,Warrant\Capias,2017-12-07 16:03:00,BBoudreau,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,16,3,7,,
2017-00104790,1,Niagara St At Sackett St,10,"Assault, Simple",2017-10-07 09:55:00,ADeschamps,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,9,55,7,,
2017-00128458,0,101 Friendship St,12,Missing Persons,2017-12-07 16:45:00,Central Station,Not Used,No violations,2017,16,45,7,-71.41071600000002,41.820783
2017-00128399,0,199 Oxford St,12,Juvenile Matter,2017-12-07 14:02:00,JBento,Not Used,No violations,2017,14,2,7,-71.41100429999999,41.8025967
2017-00105672,1,47 Middle Dr,10,"Assault, Simple",2017-10-09 15:23:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,15,23,9,-71.4437389004009,41.8524920363454
2018-00010501,1,Dyer St ,1,Traffic Violation,2018-01-30 02:43:00,ADiaz,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,2,43,30,-71.4082619,41.8225443
2018-00000900,1,75 Charlesfield St,1,Forgery,2018-01-03 16:06:00,SIm,11-49.1-3,IDENTITY FRAUD - COUNTERFEIT/FORG,2018,16,6,3,-71.3981993,41.8244446
2017-00128412,1,Westminster St At Parade St,12,Traffic Violation,2017-12-07 14:55:00,CKennedy,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,14,55,7,,
2017-00119246,1,1303 N  Main St,11,Larceny from Motor Vehicle,2017-11-12 13:30:04,WMann,11-41-1,LARCENY/O $1500 - FROM MV,2017,13,30,12,-71.3997677382652,41.8557886056955
2017-00107894,1,50 Anchor St,10,"Larceny, Other",2017-10-14 22:18:00,KWilliams,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2017,22,18,14,-71.42719675,41.84824925
2018-00003471,1,200 Virginia Ave,1,Larceny from Motor Vehicle,2018-01-10 18:39:52,KDemarco,11-41-1,LARCENY/U $1500 - FROM MV,2018,18,39,10,-71.39837299999998,41.7868515
2018-00003792,1,148 Althea St,1,"Larceny, Other",2018-01-11 16:36:00,AFrancis,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,16,36,11,-71.4344109051598,41.8074630424366
2018-00003691,1,100 Gaspee St,1,Embezzelment,2018-01-11 12:50:00,GSlater,11-41-11,EMBEZZLE BY BANK OFFICER OR EMPLOYEE/O $1000,2018,12,50,11,-71.41329920000003,41.8292714
2018-00004284,1,325 Public St,1,Larceny from Motor Vehicle,2018-01-12 21:44:00,ALevesque,11-41-1,LARCENY/U $1500 - FROM MV,2018,21,44,12,-71.4117415,41.8068431
2018-00022807,1,325 Washington St,3,"Assault, Threats",2018-03-04 11:21:00,ECraven,11-21-1,HAZING - INTIMIDATION,2018,11,21,4,-71.4207328,41.8199945
2018-00004241,1,74 Abbott St,1,Burglary,2018-01-12 18:45:00,DCastigliego,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,18,45,12,-71.4054621,41.84299620000001
2018-00004241,1,74 Abbott St,1,Burglary,2018-01-12 18:45:00,DCastigliego,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,18,45,12,-71.4054621,41.84299620000001
2018-00004241,1,74 Abbott St,1,Burglary,2018-01-12 18:45:00,DCastigliego,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,18,45,12,-71.4054621,41.84299620000001
2018-00022863,1,740 Manton Ave,3,DUI,2018-03-04 14:30:00,KMatsumoto,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,14,30,4,-71.4638023,41.8302841
2018-00029367,1,533 Elmwood Ave,3,Disorderly Conduct,2018-03-23 16:02:00,GValletta,11-45-1,DISORDERLY CONDUCT,2018,16,2,23,-71.4267698,41.7975985
2018-00029560,1,883 Eddy St,3,DUI,2018-03-24 02:32:00,KBarth-Cafaro,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,2,32,24,-71.406997,41.803919799999996
2018-00029459,1,66 Westfield St,3,"Assault, Simple",2018-03-23 21:31:00,TLambert,11-5-3,SIMPLE ASSAULT/BATTERY,2018,21,31,23,-71.42638151428571,41.81030178571429
2017-00128604,1,81 Cumerford St,12,"Assault, Aggravated",2017-12-07 23:31:00,ADiaz,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2017,23,31,7,-71.443841,41.8091061
2017-00128571,1,106 Oakland Ave,12,"Assault, Simple",2017-12-07 21:28:00,MClary,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,21,28,7,-71.4302676,41.8373878
2017-00102414,1,243 Broad St,10,Disorderly Conduct,2017-10-01 15:57:00,NManfredi,11-45-1,DISORDERLY CONDUCT,2017,15,57,1,-71.3921037267397,41.904386732887396
2017-00102521,1,65 Manton Ave,10,Warrant\Capias,2017-10-01 21:41:00,KMelfi,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,21,41,1,-71.4445704,41.8185173
2017-00102564,1,Thurbers Ave At Prairie Ave,10,Traffic Violation,2017-10-02 01:05:00,JGutierrez,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",2017,1,5,2,,
2017-00102573,1,Cranstonatbellevue ,10,RI Statute Violation,2017-10-02 01:37:00,WSherrill,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2017,1,37,2,,
2017-00102395,1,343 Broad St,10,Drug Offenses,2017-10-01 15:57:00,TCalandra,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,15,57,1,-71.4221319,41.8138466
2017-00128314,0,324 Hope St,12,Juvenile Matter,2017-12-07 08:37:43,RKing,Not Used,No violations,2017,8,37,7,-71.4032561,41.8344795
2017-00128612,1,949 Douglas Ave,12,Traffic Violation,2017-12-08 00:03:00,CVingi,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,0,3,8,-71.43826999999997,41.853613
2017-00135657,0,24 Tappan St,12,Missing Persons,2017-12-28 13:32:00,Central Station,Not Used,No violations,2017,13,32,28,-71.42720299674359,41.846159399723
2017-00135764,0,59 Algonquin St,12,Suspicious Person,2017-12-28 18:15:25,JCotugno,Not Used,No violations,2017,18,15,28,-71.42942099999998,41.792989
2017-00135667,0,169 Canal St,12,Medical Aid,2017-12-28 13:53:36,BCorcoran,Not Used,No violations,2017,13,53,28,-71.4100233,41.8278553
2017-00135585,0,700 Main St ,12,Lost Article,2017-12-28 08:26:11,DHull,Not Used,No violations,2017,8,26,28,-71.4538724930379,41.6548294
2017-00135800,0,202 Dexter St,12,Property Damage,2017-12-28 20:36:00,PHourahan,Not Used,No violations,2017,20,36,28,-71.42878523076921,41.8110510769231
2017-00121453,0,Rochambeau At Cole ,11,Suspicious Person,2017-11-18 14:26:26,WHutchinson,Not Used,No violations,2017,14,26,18,,
2018-00004284,1,325 Public St,1,Vandalism,2018-01-12 21:44:00,ALevesque,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,21,44,12,-71.4117415,41.8068431
2018-00029107,1,199 N  Main St,3,Larceny from Motor Vehicle,2018-03-22 20:45:00,MCastillo,11-41-1,LARCENY/U $1500 - FROM MV,2018,20,45,22,-71.40998625,41.82998325
2017-00103860,1,17 Tobey St,10,Larceny from Motor Vehicle,2017-10-05 09:30:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2017,9,30,5,-71.43581534136851,41.8200789861757
2017-00134408,1,616 Mt Pleasant Ave,12,Larceny from Building,2017-12-24 12:20:00,JO,11-41-1,LARCENY/U $1500 - FROM BLD,2017,12,20,24,-71.45319475,41.843185
2018-00004075,0,Admiral St At Clarkson St,1,Article Found,2018-01-12 12:56:00,EBreault,Not Used,No violations,2018,12,56,12,,
2017-00128531,1,24 Westfield St,12,"Fraud, Credit Card",2017-12-07 19:19:00,AFrancis,11-49-5,FRAUD-PERSON AUTH TO PROVIDE GOODS/SERVICES,2017,19,19,7,-71.4249371,41.8099209
2018-00004352,1,18 Bridge St,1,Larceny from Motor Vehicle,2018-01-13 01:48:00,JNajarian,11-41-1,LARCENY/U $1500 - FROM MV,2018,1,48,13,-71.4013982,41.8177359
2017-00128378,1,414 Smithfield Ave,12,Burglary,2017-12-07 12:35:00,MMoonan,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,12,35,7,-71.41116009999998,41.8570401
2017-00128621,1,216 Atwells Ave,12,Vandalism,2017-12-08 00:29:00,JNajarian,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,0,29,8,-71.4272333,41.8236164
2017-00128338,1,809 River Ave,12,Burglary,2017-12-07 10:26:00,MMoonan,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,10,26,7,-71.4384186,41.8502565
2017-00128571,1,106 Oakland Ave,12,Disorderly Conduct,2017-12-07 21:28:00,MClary,11-45-1,DISORDERLY CONDUCT,2017,21,28,7,-71.4302676,41.8373878
2018-00004353,1,775 Cranston St,1,Larceny from Motor Vehicle,2018-01-13 01:51:00,RFedo,11-41-1,LARCENY/U $1500 - FROM MV,2018,1,51,13,-71.4391925,41.80417070000001
2018-00023325,1,387 Charles St,3,"Assault, Aggravated",2018-03-05 20:32:00,PHourahan,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,20,32,5,-71.4174252,41.843787
2017-00127601,1,1100 N  Main St,12,Vandalism,2017-12-05 09:12:13,DHull,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,9,12,5,-71.410156,41.830139
2018-00003971,1,486 Angell St,1,RI Statute Violation,2018-01-12 05:29:00,JPineau,44-19-27,Do Not Use - Repealed,2018,5,29,12,-71.38807509090908,41.8302047272727
2017-00135621,1,850 Manton Ave,12,"Larceny, Shoplifting",2017-12-28 11:09:00,JO,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2017,11,9,28,-71.4655594725393,41.8332507192951
2017-00135633,0,21 March St,12,Request for Assistance,2017-12-28 11:51:00,WDickie,Not Used,No violations,2017,11,51,28,-71.4246989230769,41.84067323076921
2017-00135826,0,136 Knight St,12,Missing Persons,2017-12-28 22:33:00,Central Station,Not Used,No violations,2017,22,33,28,-71.43037629999998,41.8212509
2018-00023068,1,68 Waverly St,3,Larceny from Motor Vehicle,2018-03-05 06:42:59,TGomes,11-41-1,LARCENY/O $1500 - FROM MV,2018,6,42,5,-71.4314772,41.80727750000001
2018-00023146,1,325 Washington St,3,RI Statute Violation,2018-03-05 11:51:00,TRudd,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,2018,11,51,5,-71.4207328,41.8199945
2018-00023313,1,Ellenfield St At Virginia Ave,3,DUI,2018-03-05 20:05:00,JLopes,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,20,5,5,,
2018-00023268,0,495 Plainfield St,3,Property Damage,2018-03-05 17:49:00,Central Station,Not Used,No violations,2018,17,49,5,-71.4551705714286,41.8133262857143
2018-00500286,1,Alverson Ave 2 Floor ,3,"Fraud, Swindle",2018-03-04 13:02:18,CSical,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,13,2,4,-71.458186,41.81296500000001
2018-00023263,0,1 Reservoir Ave,3,Lost Article,2018-03-05 17:37:00,Central Station,Not Used,No violations,2018,17,37,5,-71.42672270000001,41.796791
2018-00500285,1,104 Kenyon St,3,Larceny from Motor Vehicle,2018-03-04 10:51:52,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018,10,51,4,-71.4255916326531,41.82115334693879
2018-00022870,1,1 Providence Pl,3,"Larceny, Shoplifting",2018-03-04 14:45:00,GKue,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,14,45,4,-71.4166245,41.827677
2018-00023229,0,65 Bergen St,3,Lost Article,2018-03-05 16:01:00,Central Station,Not Used,No violations,2018,16,1,5,-71.43992390000003,41.8301089
2018-00500264,1,Leland St At Edith St,3,"Larceny, Other",2018-03-01 13:19:40,SComella,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,13,19,1,,
2018-00029376,1,Plenty St At Elmwood Ave,3,Warrant\Capias,2018-03-23 16:40:00,RByfield,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,16,40,23,,
2018-00023369,1,114 Holden St,3,Warrant\Capias,2018-03-06 00:10:00,MRousseau,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,0,10,6,-71.4182856709068,41.8319968471806
2018-00023148,1,627 Cranston St,3,RI Statute Violation,2018-03-05 12:00:00,TRudd,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,2018,12,0,5,-71.43639759999998,41.80680770000001
2018-00023232,1,132 Harold St,3,Disorderly Conduct,2018-03-05 16:07:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,16,7,5,-71.4389870833333,41.8304853333333
2018-00022845,1,1 Exchange St,3,Motor Vehicle Theft,2018-03-04 13:00:45,CKennedy,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,13,0,4,-71.4101053,41.82532025
2018-00023213,1,1 Sabin St,3,Motor Vehicle Theft,2018-03-05 15:19:00,GMorgan,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,15,19,5,-71.416977,41.823503
2018-00023276,1,160 Benedict St,3,"Fraud, Swindle",2018-03-05 18:14:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,18,14,5,-71.4369329831679,41.80520860579671
2018-00023298,0,168 Western Promenade ,3,Lost Article,2018-03-05 19:21:00,Central Station,Not Used,No violations,2018,19,21,5,,
2018-00023292,0,64 Dartmouth Ave,3,Missing Persons,2018-03-05 19:01:00,Central Station,Not Used,No violations,2018,19,1,5,-71.4230918,41.80828320000001
2018-00022837,1,Admiral St At Whipple St,3,Traffic Violation,2018-03-04 12:23:54,FLopez,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,12,23,4,,
2017-00110026,0,165 Dexter St,10,Request for Assistance,2017-10-20 14:48:00,LPelaez,Not Used,No violations,2017,14,48,20,-71.42946409999998,41.8119443
2018-00022921,1,5 Downing St,3,RI Statute Violation,2018-03-04 17:09:00,JSmith,11-59-3,VIOLATION OF RESTRAINING ORDER,2018,17,9,4,-71.42772959999998,41.7947107
2018-00023111,0,324 Hope St,3,Juvenile Matter,2018-03-05 10:09:00,CTorres,Not Used,No violations,2018,10,9,5,-71.4032561,41.8344795
2018-00500288,1,20 Providence Pl,3,"Larceny, Other",2018-03-04 16:39:00,CSical,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,16,39,4,-71.42245994871791,41.828675974359
2017-00103627,0,342 Broadway ,10,Suspicious Person,2017-10-04 17:46:00,Central Station,Not Used,No violations,2017,17,46,4,-71.42910664285709,41.8197715
2018-00029399,0,24 Ralph St,3,Lost Article,2018-03-23 17:41:00,Central Station,Not Used,No violations,2018,17,41,23,-71.4534652,41.81451970000001
2017-00109771,0,Dexter St At Cranston St,10,Motor Vehicle Violation,2017-10-19 20:13:00,LPelaez,Not Used,No violations,2017,20,13,19,,
2017-00122225,1,Charles St At Leo Ave,11,Motor Vehicle Theft,2017-11-20 15:42:00,DImpagliazzo,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,15,42,20,,
2018-00029287,1,40 River Ave,3,Motor Vehicle Theft,2018-03-23 11:42:00,GScarcello,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,11,42,23,-71.43608329999998,41.8287544
2018-00500043,1,1 Financial Plz,1,"Larceny, Other",2018-01-12 14:15:57,RPapa,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,14,15,12,,
2018-00029319,0,319 Blackstone St,3,Property Damage,2018-03-23 13:45:00,PSalmons,Not Used,No violations,2018,13,45,23,-71.417007,41.8096517
2018-00023234,1,132 Harold St,3,Disorderly Conduct,2018-03-05 16:09:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,16,9,5,-71.4389870833333,41.8304853333333
2017-00105609,1,725 Branch Ave,10,Disorderly Conduct,2017-10-09 11:27:00,Central Station,11-45-1,DISORDERLY CONDUCT,2017,11,27,9,-71.4288415,41.8535935
2018-00022624,1,21 6Th St,3,Burglary,2018-03-03 22:54:42,KToole,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,22,54,3,-71.4007181749256,41.852709604996704
2017-00128418,0,558 Manton Ave,12,Missing Persons,2017-12-07 15:03:00,Central Station,Not Used,No violations,2017,15,3,7,-71.4594875,41.82596160000001
2017-00127601,1,1100 N  Main St,12,Municipal Code Violation,2017-12-05 09:12:13,DHull,Sec. 12-56.  ,"Placing combustible refuse on vacant land, dumping ground.",2017,9,12,5,-71.410156,41.830139
2018-00004140,1,163 Laurel Hill Ave,1,"Assault, Simple",2018-01-12 15:15:00,TManzotti,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,15,15,12,-71.4554607,41.8128353
2017-00128615,1,1 Throop Aly,12,Liquor Law Violations,2017-12-07 23:40:00,PCreamer,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2017,23,40,7,-71.410202,41.827861
2018-00004037,1,721 Chalkstone Ave,1,"Assault, Simple",2018-01-12 10:55:00,IYousif,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,10,55,12,-71.4315368,41.834612
2017-00127850,1,Ethan St At Union Ave,12,Drug Offenses,2017-12-05 22:12:00,MSepe,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,22,12,5,,
2018-00022751,1,117 Camden Ave,3,"Assault, Simple",2018-03-04 06:19:00,TCalandra,11-5-3,SIMPLE ASSAULT/BATTERY,2018,6,19,4,-71.42648573333331,41.838602200000004
2018-00004160,1,45 Pleasant St,1,Vandalism,2018-01-12 16:11:00,HNorthup,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,16,11,12,-71.407554,41.839248
2017-00128661,1,712 Atwells Ave,12,"Assault, Simple",2017-12-08 02:33:00,,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,2,33,8,-71.4405492,41.8244303
2018-00500125,1,20 Providence Pl,1,"Larceny, Other",2018-01-29 13:18:29,SPartridge,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,13,18,29,-71.42245994871791,41.828675974359
2018-00022997,1,424 Prairie Ave,3,"Larceny, Other",2018-03-04 23:00:00,LFerreras,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,23,0,4,-71.41335759999998,41.8025808
2017-00113145,1,60 Prairie Ave,10,Vandalism,2017-10-28 13:12:00,ITavarez,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,13,12,28,-71.4150584756137,41.8130196655597
2018-00004384,0,38 Linton St,1,Auto Towed,2018-01-13 04:26:00,MLuke,Not Used,Parking or MV Violation,2018,4,26,13,-71.4437908064516,41.8313917419355
2018-00004265,1,1115 Broad St,1,Larceny from Motor Vehicle,2018-01-12 20:31:00,PHourahan,11-41-1,LARCENY/O $1500 - FROM MV,2018,20,31,12,-71.405884,41.791031
2017-00128443,1,Central St At Broad St,12,RI Statute Violation,2017-12-07 16:03:00,BBoudreau,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,2017,16,3,7,,
2017-00128605,0,939 Douglas Ave,12,Missing Persons,2017-12-07 23:37:00,Central Station,Not Used,No violations,2017,23,37,7,-71.43751429999998,41.8536621
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
2017-00128409,1,304 Pearl St,12,Robbery,2017-12-07 14:33:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,14,33,7,-71.42192109999998,41.8148786
